Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof,left_foot_height,right_foot_height
52,1.469777226448059,-13.155460357666016,57.3808479309082,2.502111033987431,27.399604328337556,90.39188976483123,-87.66452,14.109362,4.258723,110.0681,-32.319847,13.607667,-85.433876,-17.497097,-7.8337493,109.08507,-33.26452,-15.000033,6.0788383,6.722133,29.793802,53.200447,9.567018,-47.82862,60.99093,-26.69309,10.812614,28.056559,38.61112,-7.4363303,42.26284,75.813805,0.42536438,5.242729,-12.187117,27.446872,25.292957
53,1.3253964185714722,-12.174386024475098,58.89886093139648,2.5729329605305,26.23761791662381,90.5015372514991,-83.3671,13.706519,4.898042,107.52593,-31.600002,13.4145,-81.48065,-17.164696,-7.6602283,106.75511,-32.97613,-15.000033,5.941287,6.102485,29.793802,40.679882,7.599484,-44.86513,63.773945,-27.264952,8.853902,27.40007,26.397749,-6.264132,40.919617,79.57067,5.934321,3.7868044,-13.711224,26.779988,23.394598
54,1.1807425022125244,-11.430280685424805,60.9019889831543,1.9078722444724612,22.617686536043525,90.81704584052244,-76.15706,14.170565,5.534088,104.10566,-31.752588,11.686497,-74.67864,-16.978971,-8.608877,103.9032,-32.74385,-15.000033,5.009601,5.006107,29.793802,21.610659,6.4020443,-40.030956,68.84663,-23.336042,5.7603407,25.720451,8.609818,-6.365825,38.70209,84.10855,10.562802,0.9865629,-12.714276,25.652146,20.088004
55,1.0622444152832031,-10.86988639831543,63.36809539794922,2.1037202659692023,20.222421471473577,90.4352674902821,-68.45672,13.873902,7.1160054,98.05913,-31.524088,9.41845,-67.935616,-17.622135,-9.59644,98.8203,-31.93435,-14.123312,2.894686,3.8665528,29.793802,-1.8406471,7.614683,-32.03801,75.78964,-16.619238,3.9124644,26.831825,-11.31309,-8.432232,35.46737,87.5008,16.92516,-1.0935682,-18.534805,24.280643,17.288263
56,0.9936422109603882,-10.497703552246094,65.42658996582031,3.2901718199281307,16.989993360611987,90.87868756514546,-60.27212,13.41536,9.788797,92.374405,-32.37651,6.889262,-60.92814,-18.777767,-9.651984,94.344925,-32.325176,-11.496327,0.9879675,3.0872667,29.793802,-24.382113,12.10839,-24.6299,76.69074,-11.205566,0.311283,29.504787,-35.38962,-13.382432,30.1994,87.71318,17.696949,-4.0212846,-23.095095,22.403276,14.615716
57,0.9471100568771362,-10.251537322998049,67.93323516845703,3.427194213819368,12.447224998804757,91.64631065699112,-50.83411,14.651588,12.712737,85.913506,-32.866554,5.0420823,-51.566124,-19.296787,-11.280629,88.20812,-31.865225,-9.668344,0.028266924,3.8389251,29.793802,-44.942593,18.549469,-21.931864,75.0417,-6.7921786,-2.3864434,30.692776,-60.98818,-19.555698,30.450464,85.8784,13.2417345,-5.3842425,-25.086454,20.550504,11.485948
58,0.9429752826690674,-10.038644790649414,70.7780990600586,2.812103901591732,6.623134637767517,91.41290254887896,-40.31178,15.601615,14.820168,78.29338,-31.680885,3.4205432,-40.74538,-18.285322,-13.440567,80.00864,-30.200384,-6.5432396,1.2664112,4.889543,29.793802,-71.7022,27.30386,-25.888168,72.49657,-5.395919,-4.0467863,32.23024,-88.43981,-27.299639,38.471592,84.44892,15.695393,-6.6011086,-24.675518,18.742836,8.864918
59,0.9834901690483092,-9.696088790893556,74.96173095703125,2.6666129482464505,2.672729638120717,91.08483252267322,-29.1057,14.226818,17.245049,63.756664,-26.543554,0.64055264,-29.197964,-16.611217,-16.484137,64.88778,-24.83179,-4.2919683,2.2548707,3.0862324,29.793802,-101.603966,34.995304,-37.85436,72.71321,-5.6244264,-1.9726244,27.191832,-109.62395,-34.032032,48.610844,80.95031,12.050984,-4.01859,-19.917347,17.667702,8.16551
60,1.0591397285461426,-9.14681911468506,80.53495788574219,2.2285942331388835,0.3914266479059252,88.89458859842314,-15.776015,10.881122,19.23534,40.01657,-14.386942,-1.9030738,-15.482749,-13.204218,-20.822533,39.31158,-11.300831,-2.0256996,1.6432136,1.2508212,27.812464,-128.81068,40.81951,-53.537075,70.87821,-5.288512,-0.59530896,20.946096,-127.82343,-39.4911,60.38865,76.05852,15.0854025,-5.0813622,-13.852206,18.268311,9.837691
61,1.1701399087905884,-8.382688522338867,87.10161590576172,2.525474317687757,1.583571507617394,87.89246078967065,0.6842845,6.092019,21.112326,6.3054805,10.808355,-3.2183015,-0.12565611,-7.5592647,-23.87465,6.372515,15.014961,0.42659175,1.60273,1.2977306,22.280499,-142.6223,42.593296,-62.244076,67.7549,-6.9882874,-1.7779416,21.457825,-139.82121,-41.316696,68.26262,73.7067,20.60384,-7.9909015,-11.95534,22.521833,15.375786
62,1.3044252395629885,-7.591246604919434,93.54573822021484,2.7146518427056754,4.326971431384362,86.55565502886087,0.94163424,7.295069,18.227682,5.134584,25.086626,-4.7013946,-1.4518226,-8.228566,-20.801023,7.9459853,30.000067,5.5608077,1.4408654,1.5239512,16.061764,-150.4657,43.98226,-65.81396,64.23061,-14.031634,-3.2440398,26.207563,-145.62311,-42.788303,71.82853,71.89065,28.389635,-10.00521,-15.786861,30.745709,21.658447
63,1.5327013731002808,-6.571713924407959,99.94075012207033,3.786644918403999,4.41561034323382,88.24944806176954,-0.93289304,8.832306,17.652649,12.34997,30.000067,-5.254467,-4.6411777,-9.825444,-16.993717,18.681671,30.000067,9.075924,1.3774861,1.4429628,10.432413,-155.32114,45.024815,-69.63525,62.658306,-20.80742,-4.9217043,29.872486,-148.92737,-43.835888,77.27142,72.11917,35.176113,-12.937669,-20.06053,37.153736,27.571166
64,1.7638144493103027,-5.561807632446289,105.08011627197266,3.7079008470856927,3.6011043437033914,88.60640724556019,-2.0888708,9.590839,17.240845,19.783413,30.000067,-6.516826,-5.3427906,-9.000319,-14.054768,24.39406,30.000067,10.342016,1.5274491,1.1762655,4.7082767,-158.87207,46.044266,-74.27826,61.653294,-25.183073,-6.9302382,31.144497,-151.79398,-44.803326,85.74183,73.17476,36.184326,-14.461011,-23.093723,42.132425,32.463536
65,1.7736375610693358,-4.947002733126283,108.24450826644897,3.5411823500853594,1.8722605743956984,89.46696479689763,-3.1912425,9.412626,16.800188,27.882519,30.000067,-6.2338357,-6.102895,-7.315047,-10.1082325,32.56752,30.000067,10.931291,2.8651788,0.2968093,1.531168,-160.59177,47.559006,-76.45117,55.967613,-23.551699,-9.54966,33.514984,-154.58237,-46.064457,93.37754,73.513596,33.408447,-15.060749,-29.152384,44.763631062500004,34.895432875000004
66,1.8533201775280759,-4.433050561696291,110.66212749481201,2.863673227949305,-2.417679802852964,89.60930381744447,-7.7264924,13.861083,18.531368,47.04052,30.000067,-1.5498717,-10.541719,-7.045882,-8.992841,54.782543,30.000067,5.55992,2.7522607,-0.088608414,1.3172653,-161.3164,47.741528,-77.03482,49.770546,-19.852758,-12.483195,35.68462,-156.0481,-46.193554,94.626175,72.27557,31.614922,-14.914171,-37.714123,46.864286125,37.57668375
67,1.977316701610107,-4.406871093437076,111.72432374954224,1.1696847651683553,-5.802197032354835,90.16904008826228,-19.791534,23.508287,18.036999,77.60622,27.419518,4.75587,-23.786583,-8.966893,-9.093432,87.23618,30.000067,-0.70802546,3.0921779,0.4131582,2.1054306,-162.13258,48.38068,-76.761475,44.919598,-19.252335,-13.9488535,33.33378,-158.45728,-46.533485,95.39785,70.459015,33.57736,-14.090105,-40.777607,52.522177187500006,43.955595625
68,1.9700370950158685,-4.468790866434574,111.19943809509277,-1.0479031014719984,-8.604744002509221,90.68874215225593,-36.29552,33.119247,10.948695,110.05422,11.856643,8.680059,-38.266,-11.469056,-9.992286,115.834496,20.558443,-4.3603005,4.6133485,2.3283393,4.202865,-161.34845,48.539078,-77.20732,39.454617,-17.796698,-12.167083,28.397669,-160.44012,-46.611652,94.92149,66.910286,34.515564,-13.253485,-39.905293,62.39231925,52.814614500000005
69,1.9213601552764885,-4.623988093808293,110.02478742599486,-1.9893895249582647,-11.056666814584313,90.22923755142472,-52.892536,35.128155,1.4687794,132.56593,3.3378615,8.264395,-51.650837,-13.409895,-8.18534,136.70053,11.795348,-6.2226524,5.1335993,3.8229783,6.788507,-160.44312,48.660595,-77.59545,35.02145,-14.781794,-11.045652,24.278444,-161.64937,-46.66132,93.640396,59.895668,30.817867,-13.236344,-42.009193,72.67856731250001,62.25735637499999
70,1.7751039747381583,-4.875798728317022,109.02803134918213,-2.577427416314859,-13.509189310697584,90.43831350097624,-63.85204,32.709152,-2.3019583,142.29198,-0.2124821,5.629308,-61.655594,-15.230148,-6.1257067,145.89311,4.336972,-7.1080327,4.3156,4.273138,8.861047,-159.18356,48.772972,-77.4457,29.664745,-11.231752,-11.230709,23.449327,-162.03966,-46.726982,91.40753,52.30174,25.198917,-14.148039,-44.351627,79.299159375,70.09636425000001
71,1.5788077875622548,-5.073198666796088,108.25799798965454,-2.829269739278677,-15.444358090410562,90.62703743773189,-67.72767,30.655514,-0.8724148,141.51074,-2.5214918,2.924615,-66.55288,-16.270628,-4.0481267,142.50209,6.0889487,-5.221737,3.6028602,4.2395763,10.714416,-157.6769,48.901882,-76.55322,24.83877,-9.726519,-11.593711,21.487364,-161.79086,-46.84026,88.06596,45.505856,19.345913,-14.3585,-44.2591,81.0968414375,73.825959125
72,1.3287677611224353,-5.1386768370866776,107.7523078918457,-2.5571527599959625,-16.241274609013228,89.8476675048859,-65.09835,29.540094,2.4150321,132.03955,-1.8838363,2.7250822,-62.784454,-15.906762,-3.5762,128.55971,10.877736,-2.947777,3.1096213,3.8127856,13.223031,-156.13667,49.355976,-74.92225,20.8669,-7.6561284,-10.753132,17.942919,-162.0773,-47.37801,83.07994,40.460876,14.753742,-14.21194,-40.290363,78.24912850000001,70.00044500000001
73,1.021321309206542,-5.095178285613656,107.4890112876892,-1.524445590434813,-14.324652446100272,90.108180026909,-57.28042,25.290369,6.1312065,116.094,3.5437121,0.14782716,-53.52446,-14.695454,-3.9684498,107.55798,18.266356,1.1231309,0.5833073,2.2402422,16.189268,-154.17032,51.36318,-73.217415,18.04881,-6.2826185,-10.123714,14.685536,-159.36774,-50.20807,71.01585,34.443157,10.3201475,-12.809309,-33.558395,70.6173925625,60.542493875000005
74,0.6653094695648178,-4.9531008042395115,106.97270107269286,-0.3924884778750503,-11.609132883748638,90.93555637199398,-44.112606,20.990442,10.707096,93.11056,10.532701,-2.2928202,-38.41439,-14.385231,-6.6022534,79.67954,26.487053,4.9727316,0.62334716,1.2449379,17.134806,-148.35889,53.13665,-69.47901,16.969723,-4.5025597,-8.388083,15.000563,-155.45322,-52.942245,65.76516,32.630116,10.278341,-11.618998,-29.952894,59.401687625,47.40077375
75,0.3197494235937488,-4.67983609251678,105.18058824539183,1.633292986648152,-8.974346061259402,91.78204076328672,-26.820772,14.482442,15.39525,63.25177,19.06794,-4.298285,-20.794357,-13.954769,-9.429368,49.76916,30.000067,10.064759,1.146202,0.11494618,16.717894,-137.52936,54.15955,-63.58735,17.347883,-1.2216207,-5.5214543,15.917422,-148.61003,-54.427105,61.004623,32.37949,11.075906,-10.304842,-27.041752,46.3911976875,35.812443625
76,-0.06561269680969417,-4.4852777644991875,101.88657569885252,4.169688202637117,-6.176595423553965,92.1005199788002,-8.952079,7.339574,18.762089,30.022871,29.008488,-5.714788,-7.2045608,-15.1699915,-14.050461,27.213854,30.000067,11.536492,2.3255801,-1.6333462,14.023201,-123.47275,54.34147,-56.303528,16.80834,0.6288336,-1.6249006,17.765182,-138.5649,-54.790726,54.739723,32.260197,12.817137,-7.8574014,-25.449135,36.295762749999994,29.5075545
77,-0.5335272502270527,-4.464856641367078,97.52045011520384,3.490676277264384,-3.753053664524365,92.72221488798291,-0.8443327,5.3637033,16.793247,13.112483,30.000067,-7.739171,0.63769335,-12.975243,-19.739845,13.699769,30.000067,10.049741,3.4388962,-0.76103795,11.028036,-110.53635,53.775497,-50.750168,15.799825,-0.17436297,0.09334942,18.940094,-130.21384,-54.46018,49.330116,32.079803,14.704891,-5.9893947,-24.10191,31.283006812500002,25.984415374999998
78,-0.9968055159552023,-4.6398455910384655,92.75132465362546,1.989348644986969,-1.1500609018196273,93.36294503487828,1.4387913,6.2423463,15.490629,7.7310505,30.000067,-8.34444,3.7446065,-9.806853,-20.520916,6.9759593,30.000067,9.756463,3.9575818,0.32463834,8.734431,-100.21072,52.768192,-45.697643,14.745162,-1.6062207,1.2575196,19.800106,-123.0472,-53.7119,44.626278,32.001152,18.733143,-4.9862967,-23.081142,27.030841875,21.53246525
79,-1.431134520971682,-4.9876524861902,87.87763833999632,1.5254346539005348,0.8533248494449358,94.05483060135984,3.416647,6.4946976,16.143734,5.218772,23.06886,-6.9490066,5.7115936,-8.522684,-22.336723,5.299607,21.73527,8.128789,4.3116636,0.4792292,6.90582,-93.1412,51.88857,-40.9352,14.545876,-3.5472438,1.5091704,20.287197,-118.76156,-53.156788,40.674263,32.62142,21.855326,-5.070747,-23.044737,22.3460779375,16.862424125
80,-1.8001351663842797,-5.357565492391586,83.63929748535153,2.102473152442769,-1.5068882933505023,94.17506964029926,6.966546,5.548347,18.158527,6.357731,8.773002,-3.6212466,9.066379,-8.965029,-25.063944,6.343271,6.099039,4.792996,4.171015,-0.4984023,6.985844,-83.24885,51.18156,-35.120064,13.156042,-1.8579874,0.76577973,22.475716,-109.96205,-52.82985,37.09118,31.786774,20.649225,-4.0836186,-23.615618,17.081951,12.501636999999999
81,-1.8930521318688984,-5.419726222753525,80.86763763427734,-1.1383678610178165,-5.872333741857705,93.9047311173954,1.962565,10.065931,17.836306,28.557169,-15.765185,-2.5797417,4.7014866,-11.363747,-24.741467,27.052114,-15.137048,2.7329664,4.001696,1.5808991,9.076143,-65.520226,50.377014,-23.980885,9.231764,2.5849316,1.2484068,25.522028,-98.984764,-52.922977,30.543953,28.121664,15.807222,-1.1600672,-26.001654,13.012536,8.239429000000001
82,-1.850653917528689,-5.604177623987198,78.28473663330078,-2.326517573211754,-8.710092205620214,93.26656152615236,-2.7458174,13.040646,18.136086,43.228073,-24.150753,-1.8496664,0.1997206,-14.079863,-23.961998,41.211708,-23.765072,1.7705611,2.8713512,1.5065428,10.800466,-42.69593,48.317295,-14.426479,5.5407143,4.5016513,-0.71339977,26.092215,-79.50523,-52.228527,22.303679,23.75723,10.051227,-0.6895594,-25.835672,10.554680000000001,5.275416
83,-1.6398616144433618,-5.6918045580387115,77.00186920166014,-2.0141337421879904,-11.041715692111168,92.33547727683514,-3.4146416,14.506512,19.187126,49.782734,-28.24493,-1.4611619,-0.5497187,-15.776389,-23.869211,47.135475,-27.124987,1.0949297,2.5545673,0.7288319,12.776716,-22.53658,43.678024,-10.409416,6.862445,3.2060833,-1.088547,24.699703,-54.958393,-49.501507,12.033479,21.445162,11.200824,-0.65988183,-25.857628,9.309234,4.1646339999999995
84,-1.2841437170282006,-5.548383265733719,77.21313476562499,-0.7960480710947331,-10.649434826547196,91.29512962492004,-2.3520842,13.566434,20.48073,47.36099,-28.460844,-2.424949,-0.7598912,-16.56265,-23.785627,46.464397,-26.964787,0.523266,3.6499095,1.2966418,13.357994,-8.558793,37.440742,-13.955069,14.6691265,1.5522854,-0.13248919,22.827324,-31.66525,-44.180504,6.3277025,22.428425,9.892446,-0.67038155,-26.526499,9.478822000000001,4.660954
85,-0.8319790670648217,-5.18042853474617,78.14828491210936,-0.256723046755531,-10.0406324180156,91.30779136622098,-0.75005615,13.045594,21.485153,43.175434,-25.99227,-2.4630334,0.9292333,-15.851888,-24.684847,41.86782,-24.596325,0.6641566,3.199467,2.0532136,12.496921,0.6768437,31.268396,-19.56585,28.636787,1.3308613,-0.26536256,19.142168,-14.651643,-37.745888,7.1975827,27.972704,12.368838,-2.9545908,-24.845097,10.142547,5.689903000000001
86,-0.32285693380981684,-4.58951523900032,79.54827880859374,0.5602959400376039,-8.768314216686955,91.55025931655948,2.4487555,11.228062,22.775759,34.141525,-21.451107,-3.296972,2.869151,-14.418131,-24.817774,34.87465,-20.365059,0.7103594,1.979288,2.4626894,10.953272,6.819116,25.753231,-24.282269,42.436497,-1.2990025,0.33592492,15.141295,-2.592938,-31.418709,11.9320135,38.157448,14.464347,-2.4051497,-19.85992,11.100829000000001,7.288898
87,0.17320057656615973,-3.855431228876114,80.98603057861325,1.512421130784422,-8.217579675700552,91.06576703481863,6.4273987,8.933227,23.085194,24.761326,-15.351918,-3.8448536,6.2537136,-12.809833,-25.314247,26.439735,-15.38594,1.0710851,0.92929584,2.3625395,8.79698,10.994562,21.581837,-28.7332,53.048424,-2.4672828,0.80940807,12.201212,6.0894866,-26.310799,18.307365,49.777325,14.897224,-1.6166583,-15.80818,12.371515000000002,9.148727000000001
88,0.5772165944799781,-3.0444959700107574,82.42525482177734,1.6734795562585194,-6.289287492343563,89.8530173428616,12.059057,6.4768586,23.496975,9.034699,-5.922062,-4.347427,10.844278,-9.006788,-27.086752,12.607914,-6.9359484,2.0467644,0.407034,2.4657094,6.14109,14.105334,18.608505,-31.75036,59.173244,-3.6186323,1.1349337,11.238615,11.777199,-22.45016,23.867847,57.92808,14.107928,-0.8680328,-13.196556,14.511614000000002,11.74512
89,0.8309993436560035,-2.2861162722110753,83.51291656494138,0.5913118454687163,-3.737273111966125,88.96959749646624,11.137305,7.910271,23.253738,6.7416396,-3.8002317,-4.7508645,11.2295475,-5.9727654,-27.232605,7.074242,-1.9768763,2.724039,-0.0635409,3.225696,2.9951622,17.330767,17.510946,-34.289906,61.614716,-4.6123104,1.1576909,10.698541,16.450392,-20.834503,28.356237,60.888866,12.776372,-0.22909488,-10.842341,16.439889,13.204059999999998
90,0.9691099813207984,-1.5750321447849274,84.26298522949217,0.064524334469417,-1.5694012103774098,88.52676618270075,9.630657,8.809627,22.990438,6.334463,-1.6979743,-5.028482,9.965483,-5.298716,-27.386822,6.5926514,0.5641119,2.9667473,-0.6918643,3.4879837,0.91724855,20.143456,16.91047,-35.614887,62.30607,-5.5175486,0.66335976,10.525124,19.753239,-19.76821,30.883625,61.134705,11.694119,0.04838705,-10.107858,17.845581,14.040544999999998
91,1.0111188581213355,-0.9147352278232574,84.73288726806638,-0.0173231190694066,-0.3683057468111902,88.07848957768142,8.967379,8.828649,22.466343,5.863939,0.379472,-5.371782,9.281438,-5.38748,-27.37287,6.4227514,2.4497335,3.036546,-1.0966266,3.2056775,0.012785376,21.498976,16.525032,-36.87782,63.16174,-6.7931685,-0.02019545,9.834545,20.94791,-18.916267,33.194016,61.585888,10.881359,-0.66074073,-9.117315,18.814389,14.633194
92,0.9830918004736304,-0.3783859312534332,85.00368499755858,-0.1498403149812908,0.4897843107856294,87.91206570858145,8.374221,8.76376,22.39514,5.8307023,1.3336993,-5.3662,8.731583,-5.686285,-27.289738,6.191069,3.331649,3.6402934,-1.2258848,2.6605031,-0.58563876,22.082342,16.254505,-37.07538,63.169594,-6.6152086,-0.30384114,9.303306,21.346226,-18.146198,34.14262,61.875973,10.377372,-0.90223783,-8.749143,19.346018,14.871186999999999
93,0.9133290937170386,0.015750497579574585,84.9575958251953,0.0279435307331108,1.1033593228351877,88.21018816312366,8.043752,8.298149,22.194054,5.6745367,1.1001104,-5.4439697,8.400643,-6.3025985,-27.502625,6.0540266,2.6799226,4.249073,-1.1190861,2.0025582,-1.1044352,21.529463,16.100445,-36.532997,63.25414,-5.8020124,-0.49144536,8.984559,20.78009,-17.475172,34.25489,62.38605,10.041656,-1.1142416,-8.410752,19.460703000000002,14.955748
94,0.8281054189428687,0.2682596147060403,84.69258880615234,0.42605499466636,1.524097930890315,88.59846407802294,8.00402,7.801527,22.727037,5.477487,-0.23793057,-5.1163535,8.150219,-6.747278,-26.923666,5.919069,0.88592935,4.798715,-0.89828444,1.5557616,-1.3628696,19.890554,16.048033,-35.73264,63.915855,-5.0037265,-0.19978297,8.826017,19.209959,-16.967598,34.182304,63.252758,9.294962,-1.1259013,-8.186413,19.183982999999998,14.472876
95,0.7327570607885727,0.39229831099510193,84.4324493408203,0.5940154796488025,1.5028911536451564,88.64079639414103,8.114419,7.561037,22.871895,5.692001,-2.0448105,-4.813796,8.133672,-6.9588585,-26.389824,5.876592,-0.930656,5.0850925,-0.43205068,1.2982905,-1.6414065,17.573479,16.037409,-34.32975,64.54443,-4.0868893,0.25386178,8.584957,17.501396,-16.510202,33.919632,63.99915,8.39614,-1.3184992,-7.6798754,18.90289,13.975299
96,0.645204990170896,0.4142213761806488,84.23400115966795,0.9319670590055078,1.3140271611378942,88.91595605896418,8.277345,7.160444,22.958475,5.769846,-3.2191677,-4.54566,8.200536,-7.3154693,-25.886633,5.9734087,-2.6194963,5.1052175,-0.32963774,0.99223936,-1.7345895,14.737282,16.092249,-32.778305,65.36219,-2.4237916,0.71914893,8.912482,15.329102,-16.060522,33.551228,64.66068,8.063456,-0.9585551,-7.801317,18.617148999999998,13.581216999999999
97,0.5529966047033668,0.36655911803245633,84.13281249999999,1.1417003574475637,1.235028763831983,88.92057379628939,8.273817,6.7760954,22.655708,5.770029,-3.734327,-4.4362073,8.205009,-7.497139,-25.350327,5.8096657,-3.5193236,5.29145,-0.12702435,0.763174,-1.7418346,11.764122,16.214222,-31.525215,66.10378,-1.18323,1.0511403,8.8096895,13.039372,-15.726679,33.135353,65.28481,6.308329,-0.3597678,-7.4641004,18.565179,13.321874000000001
98,0.4494576146826148,0.2725306451320648,84.08563232421874,1.101659932850559,1.1250915777049066,88.986811250247,8.174971,6.6392646,22.076399,5.862648,-4.19545,-4.3822064,8.059644,-7.414687,-24.59385,5.9344125,-4.041144,5.5873613,-0.02463632,0.5428478,-1.5534655,9.006557,16.365437,-30.786413,66.60049,-0.9086528,1.1703581,8.723384,10.817735,-15.440584,32.78424,65.64656,4.697267,0.20906597,-7.3730497,18.567847,13.019348
99,0.33844515588134527,0.15698441863059998,84.06629180908202,1.061708364972513,1.0876181518739714,89.17135739294145,8.065076,6.5937095,21.987011,5.8907347,-4.420124,-4.315629,7.976781,-7.450468,-24.577852,5.990844,-4.190809,5.818025,0.124308966,0.3525113,-1.3667417,6.7288074,16.518335,-30.274221,66.48025,-0.23603553,1.2038484,8.899825,8.615971,-15.183214,32.30513,65.89393,3.5350544,0.6079918,-7.6401896,18.506605999999998,12.95319
100,0.21928545739501715,0.037904828786849976,84.08212280273436,1.0670876688252748,0.9630515804217462,89.52800008711363,8.003091,6.49047,21.744785,5.8993015,-4.324369,-4.310245,8.085824,-7.457901,-24.456179,5.842936,-3.9713202,5.8656397,0.18289572,0.30970633,-1.354518,4.8952384,16.650585,-29.96032,65.910805,-0.22865221,1.3666743,9.165764,6.719627,-15.019999,31.795307,65.82112,3.1322176,0.70906657,-7.617724,18.455489,12.941679999999998
101,0.09195706155151129,-0.08136788010597229,84.09229278564452,1.0357654832504637,0.8316072334079544,89.96992409254993,8.088070729166667,6.4474679791666665,21.925466583333332,5.877050770833335,-4.4475067458333335,-4.246937975000001,8.118801179166667,-7.536603125,-24.609926083333335,5.955452258333334,-4.06158575,5.8588927625,0.2858738608333333,0.26762262125,-1.4582062125000002,3.4495194624999996,16.6630445,-30.086313166666667,64.70616125000001,-0.15798490583333336,1.3003149291666667,9.481751958333334,5.120983829166666,-14.893803583333334,31.287536958333334,65.45803341666667,2.436036741666667,0.73197976875,-8.186017083333333,18.338905,12.951536
102,-0.043532402254641056,-0.19340983033180237,84.08314514160153,0.8691130717557232,0.8078388791286256,90.23668922527351,8.102057141666666,6.539568066666666,22.11103175,5.885277191666667,-4.631784,-4.083012266666667,8.136003608333333,-7.485638716666666,-24.93602525,5.8974945,-4.202522858333333,5.790020458333332,0.3429658841666667,0.1903580583333333,-1.582028275,2.2687554666666667,16.6594425,-30.15703308333333,63.833657499999994,-0.41312355,0.820609775,9.811107416666667,3.8185350916666665,-14.834653083333334,30.701325,64.93364608333333,2.6226930499999996,0.38157958166666667,-8.441519999999999,18.245868,12.947191
103,-0.17530801985412925,-0.3013271391391754,84.08321380615234,0.8210374419055809,0.6563153618737712,90.5115860136627,8.2192860625,6.4746466875,22.10732725,5.904634325,-4.823384750000001,-3.9941579999999997,8.229120162500001,-7.5388258125,-25.0815695,5.9487044375,-4.437801625,5.786249625,0.4024830575,0.14833573,-1.7427592125000002,1.3122059,16.656974875,-30.4021735,62.989394749999995,-0.23040052500000008,0.60099035125,9.614965125000001,2.9237873000000003,-14.82948425,30.22241075,64.49288837499999,2.2749050375,0.19343618875,-8.895949,18.167461,12.942153999999999
104,-0.2986958334222436,-0.39905110001564026,84.11713409423825,0.7992564466266413,0.49475445844078336,90.86250334970093,8.33342425,6.371296166666667,21.944975,5.889471433333333,-4.8902003333333335,-3.812999783333333,8.390904966666668,-7.608255833333333,-25.330047833333335,5.9551429166666665,-4.518206416666667,5.579233083333334,0.44061553666666664,0.13084980333333332,-1.9200148333333331,0.4616451666666665,16.678919999999998,-30.809112333333335,62.18083583333333,0.3247599499999999,0.7809372833333335,9.267812916666667,2.316999233333333,-14.878452,29.815639833333336,64.00648616666666,2.051596966666667,0.09969459166666667,-9.349173666666667,18.131520000000002,12.984055999999999
105,-0.4114313432946801,-0.483485609292984,84.12435913085936,0.727827741160284,0.4951145712507542,91.16116106357649,8.252443187499999,6.3106125875000005,21.622552166666665,5.936585941666666,-5.082618820833334,-3.7910894749999997,8.422420979166667,-7.611359941666667,-25.6449435,5.9101442083333335,-4.6515815541666665,5.351255575,0.3637646537499999,0.12169712375000002,-2.072919295833333,-0.04319913333333347,16.68343958333333,-31.17681195833333,61.537741833333335,0.7950027108333334,0.7749761166666667,9.124226166666666,1.9610812791666665,-14.958807333333333,29.4201405,63.48536979166666,2.2692435125,0.097472496125,-9.533918,18.153517,13.072292000000001
106,-0.5059471437707543,-0.5521592199802399,84.14533233642578,0.7158681604081301,0.4616631707670228,91.5015791251176,8.251555525,6.242170875,21.495878250000004,5.961594399999999,-5.23910575,-3.678032425,8.519040575,-7.680820499999999,-26.081205500000003,5.894909,-4.7611954999999995,5.17672275,0.3885319675,0.14030295375000001,-2.133135825,-0.23744512500000003,16.68586875,-31.5750575,60.813315,1.29793768,0.6765403,9.230864,1.9658655649999999,-15.06593175,29.023889750000002,62.947343999999994,2.237586575,0.12018413750000001,-9.916325,18.132357,13.206845999999999
107,-0.5838542291894555,-0.600762277841568,84.14466094970702,0.6690031416184055,0.47300427013574814,91.71249978792957,8.333493483333333,6.243214183333333,21.63778458333333,5.867534320833332,-5.490295079166667,-3.5465225541666663,8.486083670833333,-7.654265375,-26.145549333333335,5.938659791666667,-4.873650708333333,5.192106145833333,0.3394167579166667,0.13757003854166666,-2.20976485,-0.11195148333333327,16.65223208333333,-31.942564291666663,60.16501520833333,1.765799470833333,0.6939517083333332,9.237647541666668,2.11758769625,-15.147904541666666,28.743848291666666,62.461559124999994,2.7187664541666665,0.14479767166666666,-10.081340749999999,18.072329,13.160658999999999
